texts,labels
"As a Research Information manager, I want to have datasets linked to metadata about projects, so that I can report on projects depositing datasets in relation to funder requirements.",Functional
"As an UnivITservice, I want to store archived data on existing storage systems, so that university data storage is consistent and maintainable and future availability of data can be guaranteed.",No-Functional
"As an UnivITservice, I want to integrate the archive with existing university systems such as LDAP, so that the cost of administering the system can be kept low.",No-Functional
"As an UnivITservice, I want to store archived data directly on the HCP object store, so that  features can be made.",Functional
"As an UnivITservice, I want to be able to export all data to a different system, so that I am not tied into one system which may not be the most appropriate at some point in the future.",No-Functional
"As a developer, I want to deposit and maintain datasets via an API such as SWORD2, so that my service can interact with the archive. ",Functional
"As an academicpublisher, I want to make persistent web links between my articles and underlying datasets, so that my journals can be seen to be filled with robust, high quality research. ",Functional
"As a fundingbody, I want to be reassured that researchers I fund have robust archival plans for their data, so that I can be sure that funding them is a worthwhile investment.",No-Functional
"As a fundingbody, I want to harvest metadata on outputs from research I fund, so that I can analyse effectiveness of funding strategy and I can encourage cross fertilisation of research outputs.",No-Functional
"As a repository manager, I want to know all the collections and objects in the DAMS for which I have custodial responsibility. ",No-Functional
"As a repository manager, I want to be able to update repository information in one place and be assured updates will be propagated to all relevant places. ",Functional
"As a repository manager, I want to constrain curatorial access to my units assets to staff members of my unit and to DAMS managers having universal access. ",No-Functional
"As a user, I want to list all the collections and objects in the DAMS that belong to a library unit. ",No-Functional
"As a user, I want to be able to contact repositories. ",Functional
"As the DAMS manager, I want to be able to list for browsing all formal collections represented in the DAMS along with the appropriate relationships. ",No-Functional
"As a repository manager, I want to know all the collections for which I have curatorial responsibility.",No-Functional
"As a repository manager, I want to compose collections, limiting the collection to the items sharing the same provenance, limiting the collection to represent a part of a collection have a singular provenance, or assembly a collection from other collections and objects.",Functional
"As a repository manager, I want to say one collection is related to another collection.  ",No-Functional
"As a repository manager, I want to describe a collection, including its title, it's inclusive / bulk dates, its language(s), and many other aspects.",No-Functional
"As a repository manager, I want to indicate names related to the collection either as creator, source, or subject. ",No-Functional
"As a repository manager, I want to indicate subjects related to the collection. ",No-Functional
"As a repository manager, I want to indicate other descriptions of the collection that are outside the DAMS and of probable importance to users. ",No-Functional
"As a repository manager, I want to know all events occurring to a collection. ",No-Functional
"As a user, I want to be able to browse by collections in the DAMS. ",Functional
"As a user, I want to be able to limit my search to specified collection(s). ",Functional
"As a repository manager, I want know all the components belonging to an object. ",Functional
"As repository manager, I want to know all the files belonging to an object. ",Functional
"As a repository manager, I want to describe an object, including its title, date(s), language(s), and other aspects. ",Functional
"As a repository manager, I want to indicate names related to an object. ",No-Functional
"As a repository manager, I want to indicate subjects that are related to an object. ",No-Functional
"As a repository manager, I want to indicate the copyright status of an object. ",No-Functional
"As a repository manager, I want to indicate any statutes pertinent to an object. ",No-Functional
"As a repository manager, I want to indicate any license pertinent to an object. ",No-Functional
"As a repository manager, I want to indicate any other rights pertinent to an object. ",No-Functional
"As a repository manager, I want to indicate any external versions or descriptions of an object that may be of probable importance to an user. ",No-Functional
"As a repository manager, I want to know all events done to an object over the object's life cycle. ",No-Functional
"As a DAMS manager, I want to know what repository an object belongs to. ",No-Functional
As a DAMS manager I want to know what collection(s) an object belongs to.,No-Functional
"As a user, I want to know what repository an object belongs to. ",No-Functional
"As a user, I want to know what collection(s) an object belongs to. ",No-Functional
"As a user, I want to see all the component parts of an object. ",No-Functional
"As a user, I want to have access to the content files for an object. ",No-Functional
"As a user, I want to know the rights status of an object. ",No-Functional
"As a user, I want to know about other versions of the object or its metadata that might be of use to me. ",No-Functional
"As a repository manager, I want to represent the physical and/or logical structure of an object. ",No-Functional
"As a repository manager, I want to list all the components, in their appropriate order, for an object. ",No-Functional
"As a repository manager, I want to link, when appropriate, a component to another component or to a file. ",No-Functional
"As a repository manager, I want to describe each component as necessary, including title, date(s), language(s), and other facets. ",No-Functional
"As a repository manager, I want to indicate any name that is pertinent to the component. ",No-Functional
"As a repository manager, I want to indicate any subject that is pertinent to the component. ",No-Functional
"As a repository manager, I want to indicate if the component has a copyright status different than that of of the object as a whole. ",No-Functional
"As a repository manager, I want to indicate if a statute pertains to the component, apart from the object as a whole. ",No-Functional
"As a repository manager, I want to indicate if a license pertains to the component, apart from the object as a whole. ",No-Functional
"As a repository manager, I want to indicate if other rights pertain to the component, apart from the object as a whole. ",No-Functional
"As a repository manager, I want to know all events occurring to a component over its life cycle. ",No-Functional
"As a DAMS manager, I want to present in their assigned order all components comprising an object. ",No-Functional
"As a user, I want to be able to see and navigate the component hierarchy of an object. ",No-Functional
"As a repository manager, I want to know all the content files in the DAMS for my repository's objects. ",No-Functional
"As a repository manager, I want to associate a content file with either an object or an object component. ",No-Functional
"As a repository manager, I want to know any event that occurred to a content file for any of my repository's objects. ",No-Functional
"As a DAMS manager, I want to indicate to preservation managers aspects of a master file useful for monitoring its integrity, and impending obsolescence, including file size, creation date, file format and format version. ",No-Functional
"As a DAMS manager, I want to indicate to preservation managers the checksum and checksum method for each master file for a given object. ",No-Functional
"As a DAMS manager, I want to indicate the source-capture information for a file where it is useful to do so. ",No-Functional
"As a DAMS manager, I want to know, via preservation managers, of any object for which integrity or authenticity is in question or that has been updated to a more current file format. ",No-Functional
"As a user, I want access to content files that comprise an object, so that I can decide whether a file is too large to download.",No-Functional
"As a repository manager, I want to provide a title, in all useful forms, for my repository's collections, objects, and object components. ",No-Functional
"As a repository manager, I want to know any changes occurring to titles for repository's collections, objects, and object components. ",No-Functional
"As a DAMS manager, I want to present collections, objects, and object components by title. ",No-Functional
"As a user, I want to search collections, objects, and object components by title. ",Functional
"As a repository manager, I want to indicate for an object or object component the place of publication, the publisher, edition, etc., when pertinent. ",No-Functional
"As a repository manager, I want to know of any changes made to the origin Info for an object, including its component parts. ",No-Functional
"As a user, I want to know for an object or its component parts the place of publication, the publisher, etc.",No-Functional
"As a repository manager, I want to describe various facets of a collection, object, or object component that are not addressable via title, date, name, and subject entities. ",No-Functional
"As a repository manager, I want to know of all modifications made to notes for my repository's collections, objects, or object components. ",No-Functional
"As a user, I want to know about various facets of a collection, object, or object component, such as scope and content, various identifiers, conditions governing use/access, etc.  ",No-Functional
"As a repository manager, I want to indicate the language(s) for present in a collection, object, or object component. ",No-Functional
"As a repository manager, I want to know of any changes made to language(s) indicated for a collection, object, or object component. ",No-Functional
"As a user, I want to scope my searches for collections, objects, or object components to a specific language. ",Functional
"As a repository manager, I want to register a name record for each unique identity associated with my repository's collections and objects. ",No-Functional
"As a user, I want to search by for collections and objects by name. ",Functional
"As a repository manager, I want to indicate that a name pertinent to a collection, object, or object component has a specific role, such as illustrator, photographer, etc. ",No-Functional
"As a user, I want to scope by searches by name to a specific role such as illustrator, photographer, etc. ",Functional
"As a repository manager, I want to indicate all subjects that are pertinent to a collection, object, or object component. ",No-Functional
"As a user, I want to search for collections, objects, and object components by pertinent such headings, including title, topic, genre/form, geographical name, function, occupation, name, cartographics, etc. ",Functional
"As a repository manager, I want to indicate the geo-coordinates for any resource that believe useful to an end user. ",No-Functional
"As a user, I want to see the geographical context of a collection, object, or object component, where pertinent. ",No-Functional
"As a repository manager, I want to indicate all other pertinent versions or descriptions of a resource that are external to the DAMS. ",No-Functional
"As a user, I want to know of all other pertinent versions or descriptions of the resource. ",No-Functional
"As a repository manager, I want to know if the checksum for any of my repository's content files that have changed.",No-Functional
"As a DAMS manager, I want to know, via the preservation manager, of all files for which the checksum has changed since last registered.",No-Functional
"As a repository manager, I want to know, where pertinent, the hardware and software used to generate a content file. ",No-Functional
"As a DAMS manager, I want to know what objects or object components are still under copyright and cannot be displayed without either a license or incurring risk. ",No-Functional
"As a DAMS manager, I want to know when copyright for an object or object component is likely to expire per jurisdictional copyright statute. ",No-Functional
"As a DAMS manager, I want to know when the copyright status for an object or object component is modified, either manually or automatically. ",No-Functional
"As a user, I want to know if an object or object component is under copyright and, where possible, who the rights holder is. ",No-Functional
"As a DAMS manager, I want to know all the statutes pertinent to an object or object component. ",No-Functional
"As a DAMS manager, I want to know when the pertinence of a statute to a object or object component is scheduled to expire. ",No-Functional
"As a DAMS manager, I want to know when the application of a statute to an object or object component has been modified, either manually or automatically. ",No-Functional
"As a DAMS manager, I want to know if copyrighted content has an applicable license. ",No-Functional
"As a DAMS manager, I want to know if an object or object component is subject to a library policy that restricts access in any way. ",No-Functional
"As a DAMS manager, I want to know when application of a library policy to an object or object component is scheduled to expire. ",No-Functional
"As a DAMS manager, I want to know if application of a library policy to an object or object component has been modified, either manually or automatically.",No-Functional
"As a DAMS manager, I want to know all the uses for an object or object component that are permitted or restricted per the rights status of the object or object component.",No-Functional
"As a DAMS manager, I want know the dates for when a permission or restriction is active. ",No-Functional
"As a DAMS manager, I want to know when permitted and restricted acts and/or their active dates are modified. ",No-Functional
"As a DAMS manager, I want to track all events scheduled for recording in the DAMS. ",No-Functional
"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event. ",No-Functional
"As a DAMS manager, I want to know when the event occurred. ",No-Functional
"As a DAMS manager, I want to know the outcome of the event, e.g., object NN was deleted. ",No-Functional
"As an archivist, I want to apply a license or rights statement, so that I know what I can do with a file.",No-Functional
"As an archivist, I want to mark individual files as restricted, so that they don't get shared by mistake.",No-Functional
"As an archivist, I want to mark groups of files as restricted, so that they don't get shared by mistake.",No-Functional
"As an archivist, I want to restrict a file from view.",No-Functional
"As an archivist, I want to restrict a group of files from view.",No-Functional
"As an archivist, I want to set a date on which restrictions will be removed from a file, so that that I don't have to update this by hand.",No-Functional
"As an archivist, I want to add restriction end date information to files, so that I can share files when they become open.",No-Functional
"As an archivist, I want to add detailed restrictions to groups of files, so that I know if and how they can be shared.",No-Functional
"As an archivist, I want to restrict access to some files by IP address, so that I can give reading room access only to certain digital files.",No-Functional
"As an archivist, I want to restrict access to certain files by user, so that I can allow donor representatives to see certain files.",No-Functional
"As an archivist, I want to know if a photo has already been scanned, so that I can license it to a researcher.",No-Functional
"As an archivist, I want to select existing rights statuses and statements, so that I can easily create uniform rights statements.",No-Functional
"As an archivist, I want to redact information in digital files for a period of time, so that I can provide access to non-sensitive portions of a record.",No-Functional
"As an archivist, I want to have an online form for licensing archival material, so that the process is more transparent and some of the back and forth can be eliminated.",No-Functional
"As an archivist, I want to batch edit metadata about files.",Functional
"As an archivist, I want to upload a single file.",Functional
"As an archivist, I want to upload groups of files, so that I can save time.",Functional
"As an archivist, I want to automatically create access copies of files, so that I don't have to do this manually.",No-Functional
"As an archivist, I want to automatically generate technical metadata, so that I know the file size.",Functional
"As an assistant archivist, I want to upload and tag staff generated working papers, so that staff and researchers are able to easily access them.",No-Functional
"As an archivist, I want to distinguish between digital objects digitized to preservation standards and those created for access purposes only, so that I know whether I should apply preservation actions.",No-Functional
"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",No-Functional
"As an archivist, I want to upload scans of images created while answering research requests, so that they can be used again for other research requests.",No-Functional
"As an archivist, I want to create quality scans of images and documents, so that they can be reused.",Functional
"As an archivist, I want to automatically create access derivatives of digital objects, so that I don't have to do this manually.",No-Functional
"As an archivist, I want to automatically assign unique identifiers to material I scan, so that I avoid potential errors.",No-Functional
"As an archivist, I want to automatically embed metadata in file headers, so that I avoid repetitive and easily-forgotten tasks.",No-Functional
"As an archivist, I want to rotate images, so that I can orient them correctly.",Functional
"As an archivist, I want to apply automatic contrast and level operations to a scanned file, so that I can eliminate unnecessary work.",No-Functional
"As an archivist, I want to perform contrast, level and other manipulations manually, so that I can improve on results from automated tools.",Functional
"As a donor representative, I want to supply incremental accruals to new and existing collections, so that material can be transferred on an ongoing basis.",Functional
"As an archivist, I want to manage scans of archival material created for educational visits, so that find and refer to them for another visit.",Functional
"As an archivist, I want to manage loan documentation, including preservation photos, forms and correspondence, so that I can find it easily later.",No-Functional
"As a researcher, I want to generate structured citation data, so that so I can cite a file in a publication.",Functional
"As a researcher, I want to share a link to a file on social media, so that so I can show other people an interesting thing I found.",Functional
"As a researcher, I want to understand the copyright status of the image, so that I know if I can use it.",No-Functional
"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.",No-Functional
"As a researcher, I want to share reports I've written, so that it is available to staff and researchers.",Functional
"As a researcher, I want to download a file, so that I can use it for research without having to come to the reading room.",Functional
"As a researcher, I want to download reports, so that I can use them in immediate and future in talks and articles.",Functional
"As a researcher, I want to locate photographs and documents that I can share on social media.",No-Functional
"As a researcher, I want to request analog versions of digital objects, so that I can view them in the reading room.",No-Functional
"As a researcher, I want to order copies of photos, so that I can use them in a publication.",Functional
"As a researcher, I want to receive a notification if something I request in the reading room or for duplication is already digitized, so that I don't have to put in that request.",No-Functional
"As an archivist, I want to make information about rights available to researchers and donors, so that they know what they can do with images.",No-Functional
"As an archivist, I want to ensure that emails sent about specific objects contain accurate citation information, so that I can confirm which object is being referred to.",No-Functional
"As a researcher, I want to stream audio and video files in my web browser.",Functional
"As a researcher, I want to export descriptive data in a common format, so that I can use text mining tools on it.",No-Functional
"As an archivist, I want to track use of a photo, so that I know if I've sent it to a researcher before.",Functional
"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.",Functional
"As an archivist, I want to provide access to digital copies of unprocessed material, so that donors can access things they have given us.",No-Functional
"As an archivist, I want to make as much archival material as possible available for use, so that I can fulfill the RAC's mission.",No-Functional
"As an archivist, I want to use archival content on the RAC website, so that I can integrate our collections into our web presence.",Functional
"As a donor representative, I want to access the descriptive information about the images scanned for my institutions needs.",No-Functional
"As a donor representative, I want to look at images that have been scanned from my collection, so that so that I can use them in my institutions exhibits, reports etc.",No-Functional
"As a researcher, I want to search all files by keyword.",Functional
"As a researcher, I want to search by keyword, so that I can learn what already exists digitally and avoid placing additional duplication requests.",No-Functional
"As a researcher, I want to see common material across collections, so that so I can prepare a comprehensive analysis.",Functional
"As a researcher, I want to browse through files in a collection.",Functional
"As an archivist, I want to browse through files in a collection.",Functional
"As an archivist, I want to search all files by keyword.",Functional
"As an archivist, I want to upload inventories, so that our donor representatives have an easier time requesting their material.",No-Functional
"As an archivist, I want to search by tag, so that it makes finding particular photographs easier.",No-Functional
"As an archivist, I want to access the digital files on the X-drive, so that I can use them.",Functional
"As an assistant archivist, I want to easily access interdepartmental forms.",No-Functional
"As an archivist, I want to have electronic versions of the collection files available for staff use, so that I increase accessibility and I do not lose the original files.",No-Functional
"As a researcher, I want to be able to search across photo collection images, so that I can prepare presentations.",Functional
"As a researcher, I want to search using structured data, so that I can find everything relevant to my inquiry across collections.",Functional
"As a researcher, I want to access tagged working papers, so that my research process is better informed.",Functional
"As a researcher, I want to access educational outreach materials, so that I can make connections with institutions.",Functional
"As a researcher, I want to have accurate cross-collection citation information, so that I can find materials again.",No-Functional
"As a researcher, I want to access digitized archival materials without mediation, so that I can decide what, I want to look at.",No-Functional
"As an archivist, I want to distinguish between images scanned in color or black and white, so that I know whether or not these images meet publication requirements.",No-Functional
"As a researcher, I want to ask a question about a specific file, so that I can find out more information.",Functional
"As a researcher, I want to search OCRed text in all available digitized textual documents, so that I can more efficiently locate digitized documents relevant to my research.",No-Functional
"As a researcher, I want to know the date on which something was digitized, so that I know if it's been digitized since I last looked.",No-Functional
"As a researcher, I want to keyword search across all of an RF program officer's scanned diaries, rather than having to search each scanned diary segment separately, so that I can more efficiently locate diary entries relevant to my research.",No-Functional
"As an archivist, I want to access inventories for unprocessed collections, so that I can provide reference services to donors.",No-Functional
"As a researcher, I want to view thumbnails of photos, so that I can make a selection of which one I want to license.",No-Functional
"As a researcher, I want to know when only part of a folder has been digitized, so that I know if I am seeing everything or only a portion.",No-Functional
"As a donor representative, I want to see thumbnails of images, so that I can select which one I want.",No-Functional
"As an researcher, I want to view film clips, so that I can see excerpts of films.",No-Functional
"As an archivist, I want to search images by photographer.",Functional
"As an archivist, I want to search images by people represented in them.",Functional
"As an archivist, I want to search images by place the photo was taken.",Functional
"As an archivist, I want to search images by rights.",Functional
"As an archivist, I want to search index cards and other non-public finding aids, so that I can provide better research assistance.",Functional
"As an archivist, I want to view collection files, so that I can gain background information for processing a collection.",No-Functional
"As an archivist, I want to view physical locations for non-archival material, so that I can provide research services to donors.",No-Functional
"As an archivist, I want to find files that cannot be made publicly available, so that I can easily access everything that's been digitized.",No-Functional
"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",No-Functional
"As an archivist, I want to search individual material types.",Functional
"As an archivist, I want to search images by uploading an image, so that so I can find images when i don't have any metadata.",Functional
"As an administrator, I want to create user groups, so that I can control user permissions.",No-Functional
"As an administrator, I want to create user roles, so that I can group users by role.",Functional
"As an administrator, I want to assign RAC staff to different user groups, so that I can control read/write access.",No-Functional
"As an administrator, I want to assign rights to user groups or roles, so that I can control what users can and can't do.",No-Functional
"As an administrator, I want to allow users to log in using Active Directory credentials, so that I don't have to manage another set of usernames and passwords.",No-Functional
"As an administrator, I want to have researchers reset their own passwords, so that I don't have to send passwords in cleartext.",No-Functional
"As an administrator, I want to limit who can see certain metadata fields, so that I can show or hide things from display based on user groups.",No-Functional
"As a faculty member, I want to access a collection within the repository, so that I can obtain research materials.",Functional
"As a faculty member, I want to direct students to an item within the repository, so that I can facilitate my teaching (i.e. desires ability to link to content).",Functional
"As a Cornell faculty member, I want to upload data to the repository and associate it with a publication, so that I receive attribution for my data as well as my publications.",Functional
"As a patron, I want to know which reports/datasets are coming out when, so that I can access latest report/dataset.",No-Functional
"As a patron, I want to select/deselect reports/datasets to be emailed, possibly many at one time, when new versions are available.",Functional
"As a DB/IR administrator, I want to mark report/dataset not to be emailed/viewable due to error being discovered.",No-Functional
"As a DB/IR administrator, I want to manage report/dataset name changes so patrons are able to find historic reports that have a different name from current report.",No-Functional
"As a Cornell faculty member, I want to see clearly what reuse rights I have to files discovered in the repository, so that I know how I can reuse them.",No-Functional
"As a library staff member, I want to apply or remove an access embargo to an item when asked to do this by an item author.",No-Functional
"As a researcher, I want to stay up to date on research related to a given topic at Cornell, including those in other departments/schools, so that my own research remains relevant and innovative.",No-Functional
"As a faculty member, I want to easily collect my publications -- both those within the repository and without -- into a single online access point, so that I can raise the profile of my work.",Functional
"As a crossdeptprojteammember, I want to have a better place to collect and share project materials, with a range of organization/tagging and access options, including private (internal group use only), University and public.",No-Functional
"As a Cornell faculty member, I want to upload data and provide a cut and paste formatted citation for people who use it, so that I receive proper attribution for my work.",Functional
"As a patron, I want to view/upload content in multiple formats, including old formats such as Lotus Works.",Functional
"As a Cornell faculty member, I want to search the repository and browse through its contents on my phone, so that I can check things on the go.",No-Functional
"As a Cornell faculty member, I want to login remotely to the repository using Shibboleth, so that I can get remote access to Cornell campus-only content.",No-Functional
"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.",No-Functional
"As an administrator, I want to be able to use systems such as Symplectic Elements and Activity Insight to properly track faculty scholarly output in the repositories, so that I can facilitate personnel decisions.",Functional
"As a library staff member, I want to access useful and comprehensive usage statistics and analytics, including altmetrics, at the repository, collection, author, and item level, so that I can assess the results of this service.",No-Functional
"As an administrator, I want to see comprehensive tracking statistics that can be presented to faculty in a digestible way, so that I can increase buy-in for contributing their work.",No-Functional
"As a Cornell faculty member, I want to be notified if someone downloads any of my items or files, so that I can follow usage and see what others are most interested in reading.",No-Functional
"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.",No-Functional
"As an administrator, I want to disseminate the aforementioned works in a digital space that is strongly branded, so that I can make sure my school is credited for the work.",No-Functional
"As a faculty member, I want to upload my scholarly work to the repository, so that I can have a persistent URL that can be used for my personal web page and CV.",Functional
"As a library staff member, I want to create collections which highlight rare, archival, or endangered material, so that I can preserve and provide access to this material.",Functional
"As an Extension Administrator, I want to have easy, well documented and supported workflows that can be easily passed on to others when she/others retire, so that continuity can be maintained.",No-Functional
"As a faculty member, I want to maintain versioning of Extension brochures, FAQs, etc., so that only the most current are used/adapted by other CCE Educators in their work.",No-Functional
"As a Cornell faculty member, I want to upload a data file and put a CC-By or CC0 license on it, so that my licensing desires are clearly stated.",No-Functional
"As a library staff member, I want to be able to tell the researchers I'm helping with DMPs that Cornell has a repository system I can use for archiving and sharing results of their research, so that I can easily meet the needs of funder DMP requirements.",No-Functional
"As a Cornell faculty member, I want to create a collection for my documents, or my organization's documents, and apply some distinctive branding to that collection, so that I can promote my work, or that of my organization.",No-Functional
"As a Cornell faculty member, I want to easily find all the items in the repository that I have authored, by searching on my name (author name authority and/or identification issue), because I keeps my publications in the repository up-to-date and points people tithe repository.",Functional
"As a Cornell faculty member, I want to see items I have deposited in the repository appear high up in Google search results, because that's my ticket to stardom.",No-Functional
"As a repository support team member, I want to alias (or map) an item from one collection to another (so the item will appear to belong to both collections), because the collection owner has asked them to.",No-Functional
"As a researcher, I want to discover items in the repository through the library's discovery system and Google, so that I can facilitate my easy use of the content.",No-Functional
"As a researcher, I want to see descriptive metadata for the item whether I come to the item through the repository or directly to the PDF, so that I can correctly identify the source of the content.",No-Functional
"As a researcher, I want to contact the author of a work that interests me, so that I can learn more about my research.",No-Functional
"As a researcher, I want to receive updates when new works are published in a given collection or by a given author, so that I can discover more of their work.",No-Functional
"As a researcher, I want to search within a repository or collection in an effective manner, including searching within subsets of a given collection, so that I can facilitate my use of the collection.",No-Functional
"As an academicresearcher, I want to find the works of a particular author in one easily sortable spot, so that I can see the evolution of their scholarship over time.",No-Functional
"As an academicresearcher, I want to the thesis paper of an influential judge or legal thinker to gain insight into how their initial scholarship got started.",No-Functional
"As a patron, I want to search for report/dataset with keywords or a partial or complete title to locate needed report/dataset.",Functional
"As a patron, I want to browse content by author or subject area to locate needed resources.",No-Functional
"As a DB/IR administrator, I want to manage subject classifications for ease of patron browsing and searching.",No-Functional
"As a DB/IR administrator, I want to manage customizable relationship groups in support of patron see also option.",Functional
"As a Cornell faculty member, I want to search for the dissertations in the repository for which I have been a thesis committee member, to quickly find work by a former student.",No-Functional
"As a library staff member, I want to make digital items held in trusted external system searchable within our system, so that I can provide seamless access to disparate collections.",No-Functional
"As a researcher, I want to have information that will help me identify other faculty I might partner/collaborate with.",No-Functional
"As an externaluser, I want to easily find and access research and educational materials from Cornell faculty related to a particular topic, which I can use to develop stronger research/evidence based programming, grant proposals, community policy, or business practices.",No-Functional
"As a student, I want to learn who at Cornell has or is engaged in research related to a particular topic, so that I can decide if I would like to pursue studies/research at Cornell.",No-Functional
"As a student, I want to learn who at Cornell has or is engaged in research related to a particular topic, so that I can find an appropriate advisor, choose which courses to enroll in, and identify work/internship opportunities.",No-Functional
"As a teachingfacultymember, I want to identify timely and relevant research suitable for use in my curriculum, and be notified of new research/content.",No-Functional
"As a patron, I want to view multiple versions of a report/dataset to get both timely and historical information.",No-Functional
"As a faculty member, I want to upload my scholarly work to the repository, so that I can reach a non-academic audience, expand my influence within my academic community, and use it for teaching.",Functional
"As a library staff member, I want to upload material to the repository on the author's behalf, so that I can fulfill a service obligation.",Functional
"As a library staff member, I want to create metadata for items within the repository that includes document title, description, author, document type, status, file locations, subscribable flag, subject area, release frequency, and keywords for searching.",Functional
"As a library staff member, I want to upload large batches of items simultaneously, including descriptive metadata, so that I can offer service to authors efficiently.",No-Functional
"As a library staff member, I want to upload an item to the repository that will only become visible after a specific embargo period has expired, so that I can comply with author or publisher requirements.",No-Functional
"As a library staff member, I want to include supplementary files such as datasets, slideshows, etc. – with DOIs for each, as needed – when uploading a given work, so that I can provide a robust image of the work in question.",Functional
"As a library staff member, I want to deliver streaming media from within the repository, so that I can deliver such content in the manner expected and ensure continued access to said content.",Functional
"As an administrator, I want to have a platform that can support a variety of media file and text-based formats, so that the intellectual output of the school can be showcased and preserved in a more comprehensive way.",No-Functional
"As a library staff member, I want to be able to assign an item to more than one collection.",Functional
"As a library staff member, I want to be able to add custom metadata fields for deposits I make on behalf of researchers to allow for better search capabilities.",Functional
"As a DB/IR administrator, I want to upload revised report/dataset due to error in report/document.",No-Functional
"As a DB/IR administrator, I want to upload new version of report/dataset while retaining previous versions for patron use.",No-Functional
"As a DB/IR administrator, I want to have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file), so that report/dataset is processed and displayed properly.",Functional
"As a Cornell faculty member, I want to easily assign a CC license to the files I are depositing, so that users know how the materials can be used.",No-Functional
"As a repository support team member, I want to export a set of records and associated files, manipulate this data set, and reload into the system, because I am aware of a uniform error in a collection.",No-Functional
"As a Cornell faculty member, I want to associate a researcherID or ORCID with a submission, so that there is no ambiguity between my work and someone else with the same name.",No-Functional
"As a student, I want to upload to the repository the data that is associated with my embargoed dissertation to meet requirements of a DMP I submitted with my NSF DDIG.",Functional
"As a library staff member, I want to have customizable metadata fields, so that each project is described in the most accurate way possible.",Functional
"As a faculty member, I want to associate files with my scholarly works such that someone accessing the latter also receives access to the former, so that I can deliver the fullest picture of my research.",No-Functional
"As a library staff member, I want to use content and metadata from the repository in other systems and/or web pages easily, so that I can deliver such content in the manner best fit to the audience or occasion.",No-Functional
"As an Extension Administrator, I want to make resources that were developed for specific projects and geographic areas available to other faculty and educators across NYS.",No-Functional
"As an Extension Administrator or Staff Content Manager, I want to get periodic IR reminders, including when something needs attention (including next ingestion/approval steps), or something that might need to move from a current knowledge collection to Historical.",No-Functional
"As a researcher, I want to promote/share my work through interactive maps, so that I can display the range and extent of my work graphically.",No-Functional
"As an Extension Educator, I want to have a place to store a variety of documents, presentations and data sets I've created, that doesn't require an extra step in making available on my own County/Region/Project site (i.e. a list or directory of materials there is automatically updated when placed in a central archive/repository).",No-Functional
"As a patron, I want to know other reports/datasets that are related (e.g. see also) to report/dataset being viewed for the purpose finding other related information.",No-Functional
"As a patron, I want to know previous name(s) and publication date range (first version-last version) of reports/datasets, so that I can know what historical versions are available and how current more recent version is.",No-Functional
"As a patron, I want to create a personal account to request email notification when new version of report/dataset is available.",No-Functional
"As a patron, I want to download report/dataset release calendar to load into own calendar.",Functional
"As a librarydiscoveryoperator, I want to harvest useful metadata from the repository via OAI, and continue to do so incrementally, so that I can make Cornell publications discoverable in my repository.",No-Functional
"As a library staff member, I want to quickly correct errors in uploaded metadata, and even uploaded documents, while leaving a record of my revisions (and possibly the reasons behind them), so that I can present correct versions of content and to locate points of error.",No-Functional
"As a library staff member, I want to receive a quick response and a reasonable resolution to tech support issues, so that service can proceed with minimal interruption.",No-Functional
"As a Cornell faculty member, I want to share on the repository files that are larger than 1GB in a way that still allows users to download them if I want to use them, so that I can meet funder requirements.",Functional
"As a DB/IR administrator, I want to login to personal account with access to authorized functions.",No-Functional
"As a DB/IR administrator, I want to have a personal account with the ability to change passwords to make them more secure or to retrieve forgotten ones.",No-Functional
"As a DB/IR administrator, I want to set up or delete accounts for other administrators with various levels of permission.",No-Functional
"As a DB/IR administrator, I want to see a list of all administrators for ease of administering accounts.",No-Functional
"As a DB/IR administrator, I want to have robust searching and tracking features for existing and newly created patron accounts.",Functional
"As a DB/IR administrator, I want to unpublish a report/dataset if requested to do so by USDA agency.",Functional
"As a DB/IR administrator, I want to add future release dates of reports/datasets to calendar for patron FYI.",Functional
"As a faculty member, I want to recommend a digital collection be built in the repository, so that I can assist in my research.",Functional
